epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,489.572,1.24615,0.93729,1.36569,0.93454,0.93117,0.96336,0.7719,0.88295,0.63242,1.01583,0.00144065,0.00144065,0.00144065
115,493.817,1.19067,0.89937,1.32699,0.9771,0.92772,0.97103,0.80143,0.80424,0.5624,0.97533,0.0014357,0.0014357,0.0014357
116,498.233,1.17479,0.88584,1.31909,0.97719,0.93119,0.97632,0.7576,0.96472,0.57773,0.99203,0.00143075,0.00143075,0.00143075
117,502.489,1.13971,0.85748,1.3143,0.99401,0.93478,0.97546,0.74323,0.96415,0.58852,0.99289,0.0014258,0.0014258,0.0014258
118,506.792,1.09855,0.86586,1.26079,0.98064,0.91304,0.98384,0.7414,0.96135,0.59663,1.00283,0.00142085,0.00142085,0.00142085
119,511.052,1.18586,0.94114,1.33266,0.97987,0.91304,0.97392,0.72753,1.02715,0.57911,1.02831,0.0014159,0.0014159,0.0014159
120,515.328,1.12666,0.86466,1.2763,0.89788,0.95572,0.97015,0.7472,0.94488,0.59781,1.02563,0.00141095,0.00141095,0.00141095
121,519.592,1.14852,0.89975,1.28216,0.95018,0.91304,0.97404,0.74823,0.96368,0.59633,1.04717,0.001406,0.001406,0.001406
122,523.889,1.1763,0.92025,1.31017,0.88091,0.96489,0.98037,0.71792,1.07855,0.61734,1.11424,0.00140105,0.00140105,0.00140105
123,528.143,1.17098,0.9165,1.31524,0.89718,0.94852,0.96969,0.72724,1.08132,0.64679,1.07186,0.0013961,0.0013961,0.0013961
124,532.452,1.17304,0.89279,1.32773,0.97766,0.9515,0.98751,0.76597,0.90274,0.58078,1.0372,0.00139115,0.00139115,0.00139115
125,536.713,1.1279,0.88125,1.30381,0.99717,0.93478,0.9873,0.72578,1.10131,0.58044,1.07526,0.0013862,0.0013862,0.0013862
126,541.059,1.12101,0.87531,1.27479,0.94966,0.93478,0.9833,0.77888,0.923,0.62289,0.97285,0.00138125,0.00138125,0.00138125
127,545.343,1.12407,0.84697,1.30215,0.87297,0.89649,0.95809,0.76678,0.92742,0.70194,0.97291,0.0013763,0.0013763,0.0013763
128,549.657,1.16737,0.8665,1.28647,0.952,0.91304,0.96976,0.775,0.86506,0.59272,0.96995,0.00137135,0.00137135,0.00137135
129,554.086,1.09005,0.82722,1.27487,0.9879,0.91304,0.97085,0.78605,0.81439,0.5935,0.9621,0.0013664,0.0013664,0.0013664
130,558.397,1.11994,0.88189,1.28235,0.98402,0.8913,0.96635,0.78746,0.94383,0.67406,1.03666,0.00136145,0.00136145,0.00136145
131,562.71,1.14575,0.83409,1.29591,0.92876,0.93478,0.96722,0.76307,1.00971,0.68256,1.03275,0.0013565,0.0013565,0.0013565
132,566.984,1.12683,0.8312,1.28181,0.97774,0.93478,0.97752,0.76807,0.9149,0.57396,0.98316,0.00135155,0.00135155,0.00135155
133,571.225,1.16314,0.89299,1.35377,0.98677,0.95652,0.99106,0.78985,0.94012,0.56775,0.9852,0.0013466,0.0013466,0.0013466
134,575.519,1.06989,0.83017,1.27699,0.97775,0.95539,0.989,0.81924,0.95719,0.56773,1.00941,0.00134165,0.00134165,0.00134165
135,579.897,1.09674,0.82365,1.2602,0.91808,0.97453,0.98817,0.79558,0.90034,0.61411,0.99815,0.0013367,0.0013367,0.0013367
136,584.2,1.10736,0.85717,1.27204,0.95644,0.95477,0.97749,0.77244,0.92972,0.63129,1.01622,0.00133175,0.00133175,0.00133175
137,588.495,1.02422,0.78804,1.22212,0.91186,0.89975,0.97156,0.74616,0.92716,0.62655,1.03102,0.0013268,0.0013268,0.0013268
138,592.807,1.12641,0.83687,1.27189,0.88735,0.85636,0.92978,0.71954,0.97381,0.72396,1.0354,0.00132185,0.00132185,0.00132185
139,597.085,1.12836,0.85413,1.28029,0.97716,0.93023,0.98761,0.78836,0.87585,0.54476,0.98748,0.0013169,0.0013169,0.0013169
140,601.417,1.04104,0.80887,1.22773,0.99347,1,0.995,0.8055,0.87097,0.49516,0.96643,0.00131195,0.00131195,0.00131195
141,605.719,1.15138,0.80943,1.29901,1,0.95381,0.9934,0.7743,0.95,0.60091,0.99903,0.001307,0.001307,0.001307
142,610.009,1.1499,0.85457,1.31614,0.93703,0.97051,0.9894,0.77569,0.96312,0.5507,0.99533,0.00130205,0.00130205,0.00130205
143,614.276,1.11028,0.80064,1.23524,0.94819,0.97826,0.98499,0.76177,0.97341,0.52455,0.98753,0.0012971,0.0012971,0.0012971
144,618.605,1.0562,0.77987,1.23747,0.97759,0.94829,0.98553,0.8002,0.83784,0.47975,0.94878,0.00129215,0.00129215,0.00129215
145,622.917,1.1161,0.85091,1.27704,0.97663,0.90849,0.98115,0.77982,0.89019,0.53892,0.96655,0.0012872,0.0012872,0.0012872
146,627.236,1.12941,0.82255,1.30462,0.9366,0.93478,0.98158,0.80011,0.82117,0.62162,0.96882,0.00128225,0.00128225,0.00128225
147,631.514,1.0925,0.84947,1.28133,0.94837,0.95652,0.98011,0.81573,0.84881,0.55642,0.96404,0.0012773,0.0012773,0.0012773
148,635.856,1.13384,0.86079,1.33301,0.88857,0.95652,0.96832,0.7885,0.7894,0.53512,0.96326,0.00127235,0.00127235,0.00127235
149,640.152,1.09796,0.83741,1.26513,0.93299,0.90814,0.97128,0.78888,0.81911,0.53245,0.95143,0.0012674,0.0012674,0.0012674
150,644.52,1.05796,0.74739,1.23357,0.97309,0.93478,0.98409,0.77817,0.83139,0.48365,0.96158,0.00126245,0.00126245,0.00126245
151,648.811,1.10153,0.80735,1.27629,0.95278,0.95652,0.98094,0.79432,0.83327,0.48331,0.95844,0.0012575,0.0012575,0.0012575
152,653.133,1.04184,0.7588,1.24031,0.8977,0.95384,0.96268,0.78661,0.77211,0.52216,0.95407,0.00125255,0.00125255,0.00125255
153,657.446,1.12885,0.80166,1.29702,0.91459,0.93116,0.96317,0.75725,0.8517,0.57983,0.99167,0.0012476,0.0012476,0.0012476
154,661.733,1.14789,0.78772,1.28814,0.95692,0.96578,0.98516,0.78705,0.91992,0.51365,0.97073,0.00124265,0.00124265,0.00124265
155,666.034,1.04331,0.77117,1.22882,0.97328,0.95652,0.98177,0.80365,0.80563,0.50919,0.94284,0.0012377,0.0012377,0.0012377
156,670.36,1.10292,0.77205,1.27372,0.97815,0.97344,0.98634,0.80943,0.78826,0.50304,0.94031,0.00123275,0.00123275,0.00123275
157,674.68,1.04293,0.75942,1.22648,0.96628,0.93478,0.98301,0.77818,0.82471,0.50773,0.96055,0.0012278,0.0012278,0.0012278
158,679.009,1.12218,0.83202,1.29629,0.94986,0.91304,0.98456,0.77948,0.82787,0.50716,0.96045,0.00122285,0.00122285,0.00122285
159,683.275,1.08777,0.79471,1.25171,0.95466,0.91558,0.97887,0.76594,0.81651,0.53172,0.96373,0.0012179,0.0012179,0.0012179
160,687.578,1.11292,0.84996,1.30139,0.97483,0.842,0.95504,0.72434,1.0263,0.63795,1.09601,0.00121295,0.00121295,0.00121295
161,691.861,1.04344,0.73654,1.25218,0.93136,0.88503,0.93628,0.61706,1.30446,0.72118,1.24307,0.001208,0.001208,0.001208
162,696.216,1.10819,0.8024,1.27438,0.89054,0.8913,0.9512,0.68598,1.10297,0.71388,1.12723,0.00120305,0.00120305,0.00120305
163,700.535,1.07423,0.83202,1.25972,0.9706,0.93478,0.97248,0.77484,0.89708,0.58152,1.00748,0.0011981,0.0011981,0.0011981
164,704.846,1.05835,0.7705,1.26177,0.97711,0.92815,0.97621,0.80272,0.79086,0.49663,0.94451,0.00119315,0.00119315,0.00119315
165,709.145,1.06635,0.77174,1.24977,1,0.93173,0.98282,0.80285,0.78842,0.51647,0.93978,0.0011882,0.0011882,0.0011882
166,713.456,1.09792,0.80207,1.28034,0.9852,0.91304,0.98345,0.79005,0.89629,0.563,1.0103,0.00118325,0.00118325,0.00118325
167,717.732,1.0292,0.74027,1.23242,0.96503,0.93478,0.98447,0.78222,0.96016,0.54017,0.98436,0.0011783,0.0011783,0.0011783
168,722.069,1.065,0.77269,1.25105,0.95484,0.91949,0.98117,0.80897,0.79039,0.57825,0.93451,0.00117335,0.00117335,0.00117335
169,726.368,1.06936,0.79102,1.24543,0.96427,0.91304,0.97973,0.81332,0.78107,0.55457,0.93063,0.0011684,0.0011684,0.0011684
170,730.7,1.06989,0.79459,1.22035,0.955,0.97826,0.98969,0.81294,0.78201,0.50256,0.92574,0.00116345,0.00116345,0.00116345
171,734.956,1.07344,0.75753,1.24158,0.99499,0.95652,0.98551,0.81271,0.75298,0.50248,0.91093,0.0011585,0.0011585,0.0011585
172,739.313,1.04775,0.73214,1.2176,0.95471,0.97826,0.98768,0.81878,0.76216,0.4921,0.90636,0.00115355,0.00115355,0.00115355
173,743.74,1.04049,0.79506,1.23077,0.97677,0.95652,0.9873,0.81344,0.82865,0.47597,0.9381,0.0011486,0.0011486,0.0011486
174,748.085,1.00375,0.75917,1.19548,0.95586,1,0.99415,0.79641,0.84609,0.48155,0.96834,0.00114365,0.00114365,0.00114365
175,752.377,1.02683,0.76156,1.23197,0.9322,1,0.98685,0.78389,0.84417,0.49471,0.96518,0.0011387,0.0011387,0.0011387
176,756.733,1.11616,0.83325,1.27965,0.88204,0.95652,0.98472,0.79514,0.79577,0.50165,0.94984,0.00113375,0.00113375,0.00113375
