epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
156,1693.6,1.22305,0.97972,1.50296,0.84478,0.82825,0.91896,0.72259,1.00142,0.78994,1.19018,0.00123275,0.00123275,0.00123275
157,1704.42,1.23988,1.02283,1.52932,0.95247,0.91304,0.96608,0.75721,1.01488,0.7043,1.19376,0.0012278,0.0012278,0.0012278
158,1716.27,1.30523,1.04771,1.59657,0.9363,0.95859,0.98354,0.70271,1.24435,0.68664,1.34007,0.00122285,0.00122285,0.00122285
159,1727.06,1.26067,1.04316,1.57234,0.97691,0.84783,0.96738,0.72633,1.05869,0.70692,1.24163,0.0012179,0.0012179,0.0012179
160,1737.85,1.26995,1.00866,1.57467,0.9572,0.91304,0.94747,0.64104,1.32099,0.79371,1.41664,0.00121295,0.00121295,0.00121295
161,1748.59,1.28837,0.95413,1.57285,0.9747,0.83749,0.95419,0.6852,1.14504,0.70109,1.26967,0.001208,0.001208,0.001208
162,1759.43,1.2501,1.00198,1.56421,0.99012,0.8913,0.96375,0.66514,1.30058,0.6933,1.38506,0.00120305,0.00120305,0.00120305
163,1770.2,1.25854,0.97839,1.57165,0.97675,0.91334,0.9694,0.66178,1.41404,0.67231,1.51892,0.0011981,0.0011981,0.0011981
164,1781.01,1.29077,1.09327,1.58098,0.93219,0.89665,0.97944,0.71126,1.23298,0.69767,1.32503,0.00119315,0.00119315,0.00119315
165,1791.73,1.28209,1.04175,1.58723,0.91676,0.95772,0.98181,0.70276,1.26544,0.76591,1.30169,0.0011882,0.0011882,0.0011882
166,1802.48,1.26491,1.00908,1.52179,0.82559,0.82609,0.90048,0.67124,1.09235,0.82322,1.25807,0.00118325,0.00118325,0.00118325
167,1813.15,1.26268,1.00834,1.58684,0.88346,0.78261,0.8757,0.64817,1.14423,0.82888,1.28637,0.0011783,0.0011783,0.0011783
168,1823.89,1.20816,1.02337,1.53177,0.98498,0.84783,0.96446,0.75203,1.10451,0.67234,1.22349,0.00117335,0.00117335,0.00117335
169,1834.67,1.25515,1.01633,1.57223,0.92812,0.93478,0.96317,0.75663,0.9289,0.63492,1.1336,0.0011684,0.0011684,0.0011684
170,1845.43,1.19605,0.93213,1.54256,0.94354,0.76087,0.86694,0.61463,1.14812,0.91305,1.29332,0.00116345,0.00116345,0.00116345
171,1856.16,1.35981,1.12485,1.66763,0.97416,0.81964,0.8886,0.63172,1.16894,0.88645,1.30241,0.0011585,0.0011585,0.0011585
172,1866.95,1.28366,1.04048,1.55849,0.93269,0.93478,0.97171,0.7673,0.97849,0.64032,1.17457,0.00115355,0.00115355,0.00115355
173,1878.79,1.24273,0.97522,1.54198,0.9565,0.95652,0.98746,0.73777,1.08244,0.63578,1.22171,0.0011486,0.0011486,0.0011486
174,1889.56,1.23825,0.98867,1.53875,0.95587,0.94175,0.98625,0.72904,1.10215,0.69411,1.22199,0.00114365,0.00114365,0.00114365
175,1900.29,1.18106,0.95659,1.51524,1,0.88089,0.9553,0.70056,1.20011,0.75063,1.29964,0.0011387,0.0011387,0.0011387
176,1911.06,1.17649,0.91017,1.4772,0.95374,0.89656,0.9736,0.70738,1.14942,0.71088,1.2743,0.00113375,0.00113375,0.00113375
177,1921.78,1.21711,0.94368,1.55563,0.96448,0.93478,0.98158,0.64858,1.42933,0.79834,1.50216,0.0011288,0.0011288,0.0011288
178,1932.52,1.22739,0.94263,1.49383,0.9663,0.91304,0.9833,0.75005,1.08178,0.66056,1.20376,0.00112385,0.00112385,0.00112385
179,1943.24,1.22535,0.96511,1.53083,0.97684,0.91688,0.98616,0.76769,1.07202,0.60782,1.1829,0.0011189,0.0011189,0.0011189
180,1955.11,1.19389,0.9338,1.52436,0.9133,0.95652,0.98108,0.75811,0.97777,0.59122,1.13164,0.00111395,0.00111395,0.00111395
